"id","date","timestamp","title","url","lat","lng"
"96696d9d9cc35dada83ea39d6f680fb1","2018-03-17 18:31:37","2018-04-16 16:43:19","'Dia D' de vacinação contra a febre amarela imuniza pelo menos 8,7 ","https://g1.globo.com/sp/campinas-regiao/noticia/dia-d-de-vacinacao-contra-a-febre-amarela-imuniza-pelo-menos-87-mil-em-americana-e-santa-barbara-doeste.ghtml","-22.75","-47.41"
"aa530359c30e28c4a8c0c977082d7ed3","2018-03-17 18:24:00","2018-03-17 19:26:50","'Dia D' de vacinação contra a febre amarela imuniza pelo menos 8,7 mil em Americana e Santa Bárbara d'Oeste","http://news.google.com/news/url?sa=t&fd=R&ct2=pt-BR_br&usg=AFQjCNEBDgOA_-bT3lny0Vq7BJbPuTOwUw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52780476925333&ei=OaStWonzOsHV3QGE7LaIBg&url=https://g1.globo.com/sp/campinas-regiao/noticia/dia-d-de-vacinacao-contra-a-febre-amarela-imuniza-pelo-menos-87-mil-em-americana-e-santa-barbara-doeste.ghtml","-22.73","-47.33"
"51629ebe6fd81f2b930cc33722651ea0","2018-02-23 19:01:00","2018-03-08 02:25:14","'Dia D' de vacinação contra a febre amarela será neste sábado em ","https://g1.globo.com/sp/sorocaba-jundiai/noticia/dia-d-de-vacinacao-contra-a-febre-amarela-sera-neste-sabado-em-cidades-da-regiao.ghtml","-23.54","-47.43"
"24d22fb86d16d5b9f1fe079681d086a7","2018-03-14 20:32:19","2018-03-14 19:43:45","'Ele contraiu o vírus aqui na cidade', diz irmão de homem morto com febre amarela em Piracicaba","https://g1.globo.com/sp/piracicaba-regiao/noticia/ele-contraiu-o-virus-aqui-na-cidade-diz-irmao-de-homem-morto-com-febre-amarela-em-piracicaba.ghtml","-22.72","-47.64"
"00c802c66676cffd9b7647a57bfc1581","2018-03-16 15:36:03","2018-03-16 15:59:22","'Estamos desapontados', diz secretário de Saúde de SP sobre resultado da campanha contra febre amarela","https://g1.globo.com/sp/piracicaba-regiao/noticia/estamos-desapontados-diz-secretario-de-saude-de-sp-sobre-resultado-da-campanha-contra-febre-amarela.ghtml","-22.72","-47.64"
"cf1815e2ecba9fb4b689b63dd83ca4af","2018-03-05 21:06:41","2018-03-09 05:38:28","'Febre amarela deixou de ser surto e veio para ficar', diz governo de ","http://www.folhape.com.br/noticias/noticias/brasil/2018/03/05/NWS,60987,70,450,NOTICIAS,2190-FEBRE-AMARELA-DEIXOU-SER-SURTO-VEIO-PARA-FICAR-DIZ-GOVERNO.aspx","-24.18","-46.78"
"8f8de5f64008bb70f3d45340a6c152e1","2018-03-22 12:01:48","2018-03-22 13:55:49","11 turistas que visitaram o Brasil em 2018 contraíram febre amarela","http://circuitomt.com.br/editorias/saude/127368-11-turistas-que-visitaram-o-brasil-em-2018-contrairam-febre-amarela.html","-23.31","-46.58"
"acf0cc9e50d59e4d0ac37785d660dace","2018-03-26 17:22:21","2018-03-27 01:05:27","2 argentinos morrem de febre amarela, depois de visitar o Rio e ","http://montesclaros.com/noticias.asp?codigo=85174","-20.28","-43.5"
"c99a2e9d28799177fbe84b17ce3860a8","2018-10-24 19:28:40","2018-10-25 00:43:04","223,9 mil catarinenses foram vacinados contra febre amarela neste ","http://dc.clicrbs.com.br/sc/estilo-de-vida/noticia/2018/10/223-9-mil-catarinenses-foram-vacinados-contra-febre-amarela-neste-ano-10626833.html","-26.48","-49.06"
"f379093613a232c0d9558242bfa5eb47","2018-03-19 23:46:36","2018-03-20 04:49:18","6 mil são vacinados no 'Dia D' da febre amarela","http://portal.tododia.uol.com.br/_conteudo/2018/03/cidades/157873-6-mil-sao-vacinados-no-dia-d-da-febre-amarela.php","-22.75","-47.41"
